base_route_proxy_id,customer_configuration_id,customer_count,vehicle_count,seed,proxy_visit_order,node_id,node_type,latitude,longitude,demand_kg,service_time_min
C050_V05_S050_R05,C050_S050,50,5,50,3,C050_S050_N007,synthetic_customer,35.702083333333334,139.478125,26.0,6.0
C050_V05_S050_R05,C050_S050,50,5,50,4,C050_S050_N043,synthetic_customer,35.73541666666667,139.49062500000002,26.0,9.0
C050_V05_S050_R05,C050_S050,50,5,50,5,C050_S050_N032,synthetic_customer,35.75208333333333,139.571875,22.0,15.0
C050_V05_S050_R05,C050_S050,50,5,50,6,C050_S050_N003,synthetic_customer,35.80208333333333,139.534375,12.0,12.0
C050_V05_S050_R05,C050_S050,50,5,50,0,DEP_438,depot_proxy,35.705833,139.665566,0.0,0.0
C050_V01_S051_R01,C050_S051,50,1,51,1,C050_S051_N018,synthetic_customer,35.66458333333334,139.628125,12.0,8.0
C050_V01_S051_R01,C050_S051,50,1,51,2,C050_S051_N039,synthetic_customer,35.66041666666667,139.640625,12.0,7.0
C050_V01_S051_R01,C050_S051,50,1,51,3,C050_S051_N050,synthetic_customer,35.639583333333334,139.640625,11.0,14.0
C050_V01_S051_R01,C050_S051,50,1,51,4,C050_S051_N026,synthetic_customer,35.60625,139.640625,24.0,12.0
C050_V01_S051_R01,C050_S051,50,1,51,5,C050_S051_N042,synthetic_customer,35.63125,139.68437500000002,13.0,14.0
C050_V01_S051_R01,C050_S051,50,1,51,6,C050_S051_N032,synthetic_customer,35.66458333333334,139.671875,22.0,15.0
C050_V01_S051_R01,C050_S051,50,1,51,7,C050_S051_N024,synthetic_customer,35.66875,139.690625,21.0,5.0
C050_V01_S051_R01,C050_S051,50,1,51,8,C050_S051_N009,synthetic_customer,35.68958333333334,139.646875,28.0,12.0
C050_V01_S051_R01,C050_S051,50,1,51,9,C050_S051_N034,synthetic_customer,35.71458333333334,139.671875,9.0,15.0
C050_V01_S051_R01,C050_S051,50,1,51,10,C050_S051_N013,synthetic_customer,35.73541666666667,139.690625,9.0,11.0
C050_V01_S051_R01,C050_S051,50,1,51,11,C050_S051_N030,synthetic_customer,35.72708333333333,139.728125,14.0,12.0
C050_V01_S051_R01,C050_S051,50,1,51,12,C050_S051_N015,synthetic_customer,35.71458333333334,139.728125,28.0,10.0
C050_V01_S051_R01,C050_S051,50,1,51,13,C050_S051_N048,synthetic_customer,35.73541666666667,139.753125,18.0,6.0
C050_V01_S051_R01,C050_S051,50,1,51,14,C050_S051_N043,synthetic_customer,35.73125,139.790625,21.0,8.0
C050_V01_S051_R01,C050_S051,50,1,51,15,C050_S051_N022,synthetic_customer,35.706250000000004,139.765625,26.0,15.0
C050_V01_S051_R01,C050_S051,50,1,51,16,C050_S051_N029,synthetic_customer,35.68541666666667,139.784375,23.0,5.0
C050_V01_S051_R01,C050_S051,50,1,51,17,C050_S051_N035,synthetic_customer,35.67291666666667,139.784375,6.0,6.0
C050_V01_S051_R01,C050_S051,50,1,51,18,C050_S051_N038,synthetic_customer,35.66041666666667,139.80312500000002,12.0,11.0
C050_V01_S051_R01,C050_S051,50,1,51,19,C050_S051_N047,synthetic_customer,35.677083333333336,139.84062500000002,9.0,13.0
C050_V01_S051_R01,C050_S051,50,1,51,20,C050_S051_N001,synthetic_customer,35.706250000000004,139.821875,27.0,10.0
C050_V01_S051_R01,C050_S051,50,1,51,21,C050_S051_N014,synthetic_customer,35.71458333333334,139.834375,22.0,5.0
C050_V01_S051_R01,C050_S051,50,1,51,22,C050_S051_N040,synthetic_customer,35.764583333333334,139.86562500000002,15.0,10.0
C050_V01_S051_R01,C050_S051,50,1,51,23,C050_S051_N027,synthetic_customer,35.793749999999996,139.765625,12.0,13.0
C050_V01_S051_R01,C050_S051,50,1,51,24,C050_S051_N025,synthetic_customer,35.76875,139.734375,10.0,7.0
C050_V01_S051_R01,C050_S051,50,1,51,25,C050_S051_N036,synthetic_customer,35.764583333333334,139.671875,19.0,9.0
C050_V01_S051_R01,C050_S051,50,1,51,26,C050_S051_N007,synthetic_customer,35.77291666666667,139.665625,30.0,6.0
C050_V01_S051_R01,C050_S051,50,1,51,27,C050_S051_N017,synthetic_customer,35.75625,139.596875,7.0,6.0
C050_V01_S051_R01,C050_S051,50,1,51,28,C050_S051_N016,synthetic_customer,35.73958333333334,139.571875,12.0,5.0
C050_V01_S051_R01,C050_S051,50,1,51,29,C050_S051_N044,synthetic_customer,35.71041666666667,139.55312500000002,25.0,5.0
C050_V01_S051_R01,C050_S051,50,1,51,30,C050_S051_N045,synthetic_customer,35.706250000000004,139.534375,7.0,11.0
C050_V01_S051_R01,C050_S051,50,1,51,31,C050_S051_N003,synthetic_customer,35.702083333333334,139.534375,8.0,9.0
C050_V01_S051_R01,C050_S051,50,1,51,32,C050_S051_N021,synthetic_customer,35.71458333333334,139.46562500000002,26.0,10.0
C050_V01_S051_R01,C050_S051,50,1,51,33,C050_S051_N023,synthetic_customer,35.69375,139.440625,7.0,5.0
C050_V01_S051_R01,C050_S051,50,1,51,34,C050_S051_N008,synthetic_customer,35.677083333333336,139.446875,30.0,14.0
C050_V01_S051_R01,C050_S051,50,1,51,35,C050_S051_N012,synthetic_customer,35.66041666666667,139.42812500000002,15.0,5.0
C050_V01_S051_R01,C050_S051,50,1,51,36,C050_S051_N020,synthetic_customer,35.639583333333334,139.43437500000002,23.0,8.0
C050_V01_S051_R01,C050_S051,50,1,51,37,C050_S051_N046,synthetic_customer,35.635416666666664,139.421875,5.0,5.0
C050_V01_S051_R01,C050_S051,50,1,51,38,C050_S051_N028,synthetic_customer,35.614583333333336,139.390625,11.0,15.0
C050_V01_S051_R01,C050_S051,50,1,51,39,C050_S051_N033,synthetic_customer,35.56041666666666,139.459375,24.0,5.0
C050_V01_S051_R01,C050_S051,50,1,51,40,C050_S051_N019,synthetic_customer,35.53958333333333,139.459375,5.0,7.0
C050_V01_S051_R01,C050_S051,50,1,51,41,C050_S051_N010,synthetic_customer,35.64375,139.578125,25.0,12.0
C050_V01_S051_R01,C050_S051,50,1,51,42,C050_S051_N011,synthetic_customer,35.59375,139.71562500000002,30.0,6.0
C050_V01_S051_R01,C050_S051,50,1,51,43,C050_S051_N041,synthetic_customer,35.57291666666667,139.709375,5.0,13.0
C050_V01_S051_R01,C050_S051,50,1,51,44,C050_S051_N037,synthetic_customer,35.760416666666664,139.515625,9.0,11.0
C050_V01_S051_R01,C050_S051,50,1,51,45,C050_S051_N006,synthetic_customer,35.78125,139.49687500000002,10.0,13.0
C050_V01_S051_R01,C050_S051,50,1,51,46,C050_S051_N005,synthetic_customer,35.793749999999996,139.534375,19.0,11.0
C050_V01_S051_R01,C050_S051,50,1,51,47,C050_S051_N049,synthetic_customer,35.72708333333333,139.384375,9.0,6.0
C050_V01_S051_R01,C050_S051,50,1,51,48,C050_S051_N031,synthetic_customer,35.71458333333334,139.353125,30.0,12.0
C050_V01_S051_R01,C050_S051,50,1,51,49,C050_S051_N002,synthetic_customer,35.764583333333334,139.328125,21.0,13.0
C050_V01_S051_R01,C050_S051,50,1,51,50,C050_S051_N004,synthetic_customer,35.831250000000004,139.165625,24.0,9.0
C050_V01_S051_R01,C050_S051,50,1,51,0,DEP_022,depot_proxy,35.676843,139.613799,0.0,0.0
C050_V03_S051_R01,C050_S051,50,3,51,1,C050_S051_N018,synthetic_customer,35.66458333333334,139.628125,12.0,8.0
C050_V03_S051_R01,C050_S051,50,3,51,2,C050_S051_N039,synthetic_customer,35.66041666666667,139.640625,12.0,7.0
C050_V03_S051_R01,C050_S051,50,3,51,3,C050_S051_N050,synthetic_customer,35.639583333333334,139.640625,11.0,14.0
C050_V03_S051_R01,C050_S051,50,3,51,4,C050_S051_N026,synthetic_customer,35.60625,139.640625,24.0,12.0
C050_V03_S051_R01,C050_S051,50,3,51,5,C050_S051_N042,synthetic_customer,35.63125,139.68437500000002,13.0,14.0
C050_V03_S051_R01,C050_S051,50,3,51,6,C050_S051_N032,synthetic_customer,35.66458333333334,139.671875,22.0,15.0
C050_V03_S051_R01,C050_S051,50,3,51,7,C050_S051_N024,synthetic_customer,35.66875,139.690625,21.0,5.0
C050_V03_S051_R01,C050_S051,50,3,51,8,C050_S051_N009,synthetic_customer,35.68958333333334,139.646875,28.0,12.0
C050_V03_S051_R01,C050_S051,50,3,51,9,C050_S051_N034,synthetic_customer,35.71458333333334,139.671875,9.0,15.0
C050_V03_S051_R01,C050_S051,50,3,51,10,C050_S051_N013,synthetic_customer,35.73541666666667,139.690625,9.0,11.0
C050_V03_S051_R01,C050_S051,50,3,51,11,C050_S051_N036,synthetic_customer,35.764583333333334,139.671875,19.0,9.0
C050_V03_S051_R01,C050_S051,50,3,51,12,C050_S051_N007,synthetic_customer,35.77291666666667,139.665625,30.0,6.0
C050_V03_S051_R01,C050_S051,50,3,51,13,C050_S051_N017,synthetic_customer,35.75625,139.596875,7.0,6.0
C050_V03_S051_R01,C050_S051,50,3,51,14,C050_S051_N016,synthetic_customer,35.73958333333334,139.571875,12.0,5.0
C050_V03_S051_R01,C050_S051,50,3,51,15,C050_S051_N044,synthetic_customer,35.71041666666667,139.55312500000002,25.0,5.0
C050_V03_S051_R01,C050_S051,50,3,51,16,C050_S051_N045,synthetic_customer,35.706250000000004,139.534375,7.0,11.0
C050_V03_S051_R01,C050_S051,50,3,51,17,C050_S051_N003,synthetic_customer,35.702083333333334,139.534375,8.0,9.0
C050_V03_S051_R01,C050_S051,50,3,51,18,C050_S051_N037,synthetic_customer,35.760416666666664,139.515625,9.0,11.0
C050_V03_S051_R01,C050_S051,50,3,51,19,C050_S051_N005,synthetic_customer,35.793749999999996,139.534375,19.0,11.0
C050_V03_S051_R01,C050_S051,50,3,51,20,C050_S051_N010,synthetic_customer,35.64375,139.578125,25.0,12.0
C050_V03_S051_R01,C050_S051,50,3,51,21,C050_S051_N011,synthetic_customer,35.59375,139.71562500000002,30.0,6.0
C050_V03_S051_R01,C050_S051,50,3,51,22,C050_S051_N041,synthetic_customer,35.57291666666667,139.709375,5.0,13.0
C050_V03_S051_R01,C050_S051,50,3,51,0,DEP_022,depot_proxy,35.676843,139.613799,0.0,0.0
C050_V03_S051_R02,C050_S051,50,3,51,1,C050_S051_N021,synthetic_customer,35.71458333333334,139.46562500000002,26.0,10.0
C050_V03_S051_R02,C050_S051,50,3,51,2,C050_S051_N023,synthetic_customer,35.69375,139.440625,7.0,5.0
C050_V03_S051_R02,C050_S051,50,3,51,3,C050_S051_N008,synthetic_customer,35.677083333333336,139.446875,30.0,14.0
C050_V03_S051_R02,C050_S051,50,3,51,4,C050_S051_N012,synthetic_customer,35.66041666666667,139.42812500000002,15.0,5.0
C050_V03_S051_R02,C050_S051,50,3,51,5,C050_S051_N020,synthetic_customer,35.639583333333334,139.43437500000002,23.0,8.0
C050_V03_S051_R02,C050_S051,50,3,51,6,C050_S051_N046,synthetic_customer,35.635416666666664,139.421875,5.0,5.0
C050_V03_S051_R02,C050_S051,50,3,51,7,C050_S051_N028,synthetic_customer,35.614583333333336,139.390625,11.0,15.0
C050_V03_S051_R02,C050_S051,50,3,51,8,C050_S051_N033,synthetic_customer,35.56041666666666,139.459375,24.0,5.0
C050_V03_S051_R02,C050_S051,50,3,51,9,C050_S051_N019,synthetic_customer,35.53958333333333,139.459375,5.0,7.0
C050_V03_S051_R02,C050_S051,50,3,51,10,C050_S051_N031,synthetic_customer,35.71458333333334,139.353125,30.0,12.0
C050_V03_S051_R02,C050_S051,50,3,51,11,C050_S051_N049,synthetic_customer,35.72708333333333,139.384375,9.0,6.0
C050_V03_S051_R02,C050_S051,50,3,51,12,C050_S051_N002,synthetic_customer,35.764583333333334,139.328125,21.0,13.0
C050_V03_S051_R02,C050_S051,50,3,51,13,C050_S051_N006,synthetic_customer,35.78125,139.49687500000002,10.0,13.0
C050_V03_S051_R02,C050_S051,50,3,51,14,C050_S051_N004,synthetic_customer,35.831250000000004,139.165625,24.0,9.0
C050_V03_S051_R02,C050_S051,50,3,51,0,DEP_022,depot_proxy,35.676843,139.613799,0.0,0.0
C050_V03_S051_R03,C050_S051,50,3,51,1,C050_S051_N015,synthetic_customer,35.71458333333334,139.728125,28.0,10.0
C050_V03_S051_R03,C050_S051,50,3,51,2,C050_S051_N030,synthetic_customer,35.72708333333333,139.728125,14.0,12.0
C050_V03_S051_R03,C050_S051,50,3,51,3,C050_S051_N048,synthetic_customer,35.73541666666667,139.753125,18.0,6.0
C050_V03_S051_R03,C050_S051,50,3,51,4,C050_S051_N043,synthetic_customer,35.73125,139.790625,21.0,8.0
C050_V03_S051_R03,C050_S051,50,3,51,5,C050_S051_N022,synthetic_customer,35.706250000000004,139.765625,26.0,15.0
C050_V03_S051_R03,C050_S051,50,3,51,6,C050_S051_N029,synthetic_customer,35.68541666666667,139.784375,23.0,5.0
C050_V03_S051_R03,C050_S051,50,3,51,7,C050_S051_N035,synthetic_customer,35.67291666666667,139.784375,6.0,6.0
C050_V03_S051_R03,C050_S051,50,3,51,8,C050_S051_N038,synthetic_customer,35.66041666666667,139.80312500000002,12.0,11.0
C050_V03_S051_R03,C050_S051,50,3,51,9,C050_S051_N047,synthetic_customer,35.677083333333336,139.84062500000002,9.0,13.0
C050_V03_S051_R03,C050_S051,50,3,51,10,C050_S051_N001,synthetic_customer,35.706250000000004,139.821875,27.0,10.0
C050_V03_S051_R03,C050_S051,50,3,51,11,C050_S051_N014,synthetic_customer,35.71458333333334,139.834375,22.0,5.0
C050_V03_S051_R03,C050_S051,50,3,51,12,C050_S051_N040,synthetic_customer,35.764583333333334,139.86562500000002,15.0,10.0
C050_V03_S051_R03,C050_S051,50,3,51,13,C050_S051_N027,synthetic_customer,35.793749999999996,139.765625,12.0,13.0
C050_V03_S051_R03,C050_S051,50,3,51,14,C050_S051_N025,synthetic_customer,35.76875,139.734375,10.0,7.0
C050_V03_S051_R03,C050_S051,50,3,51,0,DEP_022,depot_proxy,35.676843,139.613799,0.0,0.0
C050_V05_S051_R01,C050_S051,50,5,51,1,C050_S051_N049,synthetic_customer,35.72708333333333,139.384375,9.0,6.0
C050_V05_S051_R01,C050_S051,50,5,51,2,C050_S051_N031,synthetic_customer,35.71458333333334,139.353125,30.0,12.0
C050_V05_S051_R01,C050_S051,50,5,51,3,C050_S051_N002,synthetic_customer,35.764583333333334,139.328125,21.0,13.0
C050_V05_S051_R01,C050_S051,50,5,51,4,C050_S051_N004,synthetic_customer,35.831250000000004,139.165625,24.0,9.0
C050_V05_S051_R01,C050_S051,50,5,51,0,DEP_022,depot_proxy,35.676843,139.613799,0.0,0.0
C050_V05_S051_R02,C050_S051,50,5,51,1,C050_S051_N018,synthetic_customer,35.66458333333334,139.628125,12.0,8.0
C050_V05_S051_R02,C050_S051,50,5,51,2,C050_S051_N039,synthetic_customer,35.66041666666667,139.640625,12.0,7.0
C050_V05_S051_R02,C050_S051,50,5,51,3,C050_S051_N050,synthetic_customer,35.639583333333334,139.640625,11.0,14.0
C050_V05_S051_R02,C050_S051,50,5,51,4,C050_S051_N026,synthetic_customer,35.60625,139.640625,24.0,12.0
C050_V05_S051_R02,C050_S051,50,5,51,5,C050_S051_N042,synthetic_customer,35.63125,139.68437500000002,13.0,14.0
C050_V05_S051_R02,C050_S051,50,5,51,6,C050_S051_N032,synthetic_customer,35.66458333333334,139.671875,22.0,15.0
C050_V05_S051_R02,C050_S051,50,5,51,7,C050_S051_N024,synthetic_customer,35.66875,139.690625,21.0,5.0
C050_V05_S051_R02,C050_S051,50,5,51,8,C050_S051_N009,synthetic_customer,35.68958333333334,139.646875,28.0,12.0
C050_V05_S051_R02,C050_S051,50,5,51,9,C050_S051_N034,synthetic_customer,35.71458333333334,139.671875,9.0,15.0
C050_V05_S051_R02,C050_S051,50,5,51,10,C050_S051_N013,synthetic_customer,35.73541666666667,139.690625,9.0,11.0
C050_V05_S051_R02,C050_S051,50,5,51,11,C050_S051_N036,synthetic_customer,35.764583333333334,139.671875,19.0,9.0
C050_V05_S051_R02,C050_S051,50,5,51,12,C050_S051_N007,synthetic_customer,35.77291666666667,139.665625,30.0,6.0
C050_V05_S051_R02,C050_S051,50,5,51,13,C050_S051_N010,synthetic_customer,35.64375,139.578125,25.0,12.0
C050_V05_S051_R02,C050_S051,50,5,51,14,C050_S051_N011,synthetic_customer,35.59375,139.71562500000002,30.0,6.0
C050_V05_S051_R02,C050_S051,50,5,51,15,C050_S051_N041,synthetic_customer,35.57291666666667,139.709375,5.0,13.0
C050_V05_S051_R02,C050_S051,50,5,51,0,DEP_022,depot_proxy,35.676843,139.613799,0.0,0.0
C050_V05_S051_R03,C050_S051,50,5,51,1,C050_S051_N044,synthetic_customer,35.71041666666667,139.55312500000002,25.0,5.0
C050_V05_S051_R03,C050_S051,50,5,51,2,C050_S051_N045,synthetic_customer,35.706250000000004,139.534375,7.0,11.0
C050_V05_S051_R03,C050_S051,50,5,51,3,C050_S051_N003,synthetic_customer,35.702083333333334,139.534375,8.0,9.0
C050_V05_S051_R03,C050_S051,50,5,51,4,C050_S051_N016,synthetic_customer,35.73958333333334,139.571875,12.0,5.0
C050_V05_S051_R03,C050_S051,50,5,51,5,C050_S051_N017,synthetic_customer,35.75625,139.596875,7.0,6.0
C050_V05_S051_R03,C050_S051,50,5,51,6,C050_S051_N005,synthetic_customer,35.793749999999996,139.534375,19.0,11.0
C050_V05_S051_R03,C050_S051,50,5,51,7,C050_S051_N006,synthetic_customer,35.78125,139.49687500000002,10.0,13.0
C050_V05_S051_R03,C050_S051,50,5,51,8,C050_S051_N037,synthetic_customer,35.760416666666664,139.515625,9.0,11.0
C050_V05_S051_R03,C050_S051,50,5,51,9,C050_S051_N021,synthetic_customer,35.71458333333334,139.46562500000002,26.0,10.0
C050_V05_S051_R03,C050_S051,50,5,51,0,DEP_022,depot_proxy,35.676843,139.613799,0.0,0.0
C050_V05_S051_R04,C050_S051,50,5,51,1,C050_S051_N008,synthetic_customer,35.677083333333336,139.446875,30.0,14.0
C050_V05_S051_R04,C050_S051,50,5,51,2,C050_S051_N023,synthetic_customer,35.69375,139.440625,7.0,5.0
C050_V05_S051_R04,C050_S051,50,5,51,3,C050_S051_N012,synthetic_customer,35.66041666666667,139.42812500000002,15.0,5.0
C050_V05_S051_R04,C050_S051,50,5,51,4,C050_S051_N020,synthetic_customer,35.639583333333334,139.43437500000002,23.0,8.0
C050_V05_S051_R04,C050_S051,50,5,51,5,C050_S051_N046,synthetic_customer,35.635416666666664,139.421875,5.0,5.0
C050_V05_S051_R04,C050_S051,50,5,51,6,C050_S051_N028,synthetic_customer,35.614583333333336,139.390625,11.0,15.0
C050_V05_S051_R04,C050_S051,50,5,51,7,C050_S051_N033,synthetic_customer,35.56041666666666,139.459375,24.0,5.0
C050_V05_S051_R04,C050_S051,50,5,51,8,C050_S051_N019,synthetic_customer,35.53958333333333,139.459375,5.0,7.0
C050_V05_S051_R04,C050_S051,50,5,51,0,DEP_022,depot_proxy,35.676843,139.613799,0.0,0.0
C050_V05_S051_R05,C050_S051,50,5,51,1,C050_S051_N015,synthetic_customer,35.71458333333334,139.728125,28.0,10.0
C050_V05_S051_R05,C050_S051,50,5,51,2,C050_S051_N030,synthetic_customer,35.72708333333333,139.728125,14.0,12.0
C050_V05_S051_R05,C050_S051,50,5,51,3,C050_S051_N048,synthetic_customer,35.73541666666667,139.753125,18.0,6.0
C050_V05_S051_R05,C050_S051,50,5,51,4,C050_S051_N043,synthetic_customer,35.73125,139.790625,21.0,8.0
C050_V05_S051_R05,C050_S051,50,5,51,5,C050_S051_N022,synthetic_customer,35.706250000000004,139.765625,26.0,15.0
C050_V05_S051_R05,C050_S051,50,5,51,6,C050_S051_N029,synthetic_customer,35.68541666666667,139.784375,23.0,5.0
C050_V05_S051_R05,C050_S051,50,5,51,7,C050_S051_N035,synthetic_customer,35.67291666666667,139.784375,6.0,6.0
C050_V05_S051_R05,C050_S051,50,5,51,8,C050_S051_N038,synthetic_customer,35.66041666666667,139.80312500000002,12.0,11.0
C050_V05_S051_R05,C050_S051,50,5,51,9,C050_S051_N047,synthetic_customer,35.677083333333336,139.84062500000002,9.0,13.0
C050_V05_S051_R05,C050_S051,50,5,51,10,C050_S051_N001,synthetic_customer,35.706250000000004,139.821875,27.0,10.0
C050_V05_S051_R05,C050_S051,50,5,51,11,C050_S051_N014,synthetic_customer,35.71458333333334,139.834375,22.0,5.0
C050_V05_S051_R05,C050_S051,50,5,51,12,C050_S051_N040,synthetic_customer,35.764583333333334,139.86562500000002,15.0,10.0
C050_V05_S051_R05,C050_S051,50,5,51,13,C050_S051_N027,synthetic_customer,35.793749999999996,139.765625,12.0,13.0
C050_V05_S051_R05,C050_S051,50,5,51,14,C050_S051_N025,synthetic_customer,35.76875,139.734375,10.0,7.0
C050_V05_S051_R05,C050_S051,50,5,51,0,DEP_022,depot_proxy,35.676843,139.613799,0.0,0.0
C050_V01_S052_R01,C050_S052,50,1,52,1,C050_S052_N034,synthetic_customer,35.69375,139.665625,5.0,9.0
C050_V01_S052_R01,C050_S052,50,1,52,2,C050_S052_N015,synthetic_customer,35.71875,139.671875,27.0,14.0
C050_V01_S052_R01,C050_S052,50,1,52,3,C050_S052_N018,synthetic_customer,35.72291666666667,139.665625,8.0,11.0
C050_V01_S052_R01,C050_S052,50,1,52,4,C050_S052_N017,synthetic_customer,35.71458333333334,139.646875,16.0,5.0
C050_V01_S052_R01,C050_S052,50,1,52,5,C050_S052_N024,synthetic_customer,35.75208333333333,139.646875,7.0,14.0
C050_V01_S052_R01,C050_S052,50,1,52,6,C050_S052_N031,synthetic_customer,35.75208333333333,139.628125,8.0,13.0
C050_V01_S052_R01,C050_S052,50,1,52,7,C050_S052_N044,synthetic_customer,35.75208333333333,139.61562500000002,21.0,5.0
C050_V01_S052_R01,C050_S052,50,1,52,8,C050_S052_N007,synthetic_customer,35.73125,139.584375,27.0,8.0
C050_V01_S052_R01,C050_S052,50,1,52,9,C050_S052_N040,synthetic_customer,35.72708333333333,139.571875,12.0,12.0
C050_V01_S052_R01,C050_S052,50,1,52,10,C050_S052_N016,synthetic_customer,35.71041666666667,139.534375,30.0,10.0
C050_V01_S052_R01,C050_S052,50,1,52,11,C050_S052_N001,synthetic_customer,35.747916666666676,139.49062500000002,24.0,15.0
C050_V01_S052_R01,C050_S052,50,1,52,12,C050_S052_N014,synthetic_customer,35.68958333333334,139.446875,12.0,12.0
C050_V01_S052_R01,C050_S052,50,1,52,13,C050_S052_N011,synthetic_customer,35.65625000000001,139.384375,19.0,8.0
C050_V01_S052_R01,C050_S052,50,1,52,14,C050_S052_N006,synthetic_customer,35.614583333333336,139.446875,30.0,6.0
C050_V01_S052_R01,C050_S052,50,1,52,15,C050_S052_N013,synthetic_customer,35.58958333333334,139.459375,23.0,11.0
C050_V01_S052_R01,C050_S052,50,1,52,16,C050_S052_N023,synthetic_customer,35.62708333333333,139.62187500000002,18.0,11.0
C050_V01_S052_R01,C050_S052,50,1,52,17,C050_S052_N028,synthetic_customer,35.63125,139.628125,7.0,5.0
C050_V01_S052_R01,C050_S052,50,1,52,18,C050_S052_N046,synthetic_customer,35.65208333333334,139.65312500000002,9.0,13.0
C050_V01_S052_R01,C050_S052,50,1,52,19,C050_S052_N026,synthetic_customer,35.65625000000001,139.609375,25.0,9.0
C050_V01_S052_R01,C050_S052,50,1,52,20,C050_S052_N048,synthetic_customer,35.59375,139.690625,16.0,15.0
C050_V01_S052_R01,C050_S052,50,1,52,21,C050_S052_N042,synthetic_customer,35.577083333333334,139.728125,28.0,10.0
C050_V01_S052_R01,C050_S052,50,1,52,22,C050_S052_N009,synthetic_customer,35.547916666666666,139.74687500000002,30.0,5.0
C050_V01_S052_R01,C050_S052,50,1,52,23,C050_S052_N020,synthetic_customer,35.614583333333336,139.74687500000002,27.0,11.0
C050_V01_S052_R01,C050_S052,50,1,52,24,C050_S052_N021,synthetic_customer,35.639583333333334,139.734375,27.0,13.0
C050_V01_S052_R01,C050_S052,50,1,52,25,C050_S052_N025,synthetic_customer,35.65208333333334,139.734375,9.0,7.0
C050_V01_S052_R01,C050_S052,50,1,52,26,C050_S052_N022,synthetic_customer,35.68541666666667,139.790625,7.0,7.0
C050_V01_S052_R01,C050_S052,50,1,52,27,C050_S052_N045,synthetic_customer,35.67291666666667,139.815625,8.0,6.0
C050_V01_S052_R01,C050_S052,50,1,52,28,C050_S052_N003,synthetic_customer,35.66458333333334,139.853125,29.0,11.0
C050_V01_S052_R01,C050_S052,50,1,52,29,C050_S052_N037,synthetic_customer,35.66041666666667,139.87187500000002,21.0,7.0
C050_V01_S052_R01,C050_S052,50,1,52,30,C050_S052_N030,synthetic_customer,35.69375,139.86562500000002,16.0,6.0
C050_V01_S052_R01,C050_S052,50,1,52,31,C050_S052_N010,synthetic_customer,35.68541666666667,139.90312500000002,14.0,9.0
C050_V01_S052_R01,C050_S052,50,1,52,32,C050_S052_N032,synthetic_customer,35.73125,139.884375,13.0,7.0
C050_V01_S052_R01,C050_S052,50,1,52,33,C050_S052_N019,synthetic_customer,35.747916666666676,139.834375,17.0,5.0
C050_V01_S052_R01,C050_S052,50,1,52,34,C050_S052_N050,synthetic_customer,35.760416666666664,139.834375,30.0,12.0
C050_V01_S052_R01,C050_S052,50,1,52,35,C050_S052_N027,synthetic_customer,35.77708333333333,139.80312500000002,22.0,6.0
C050_V01_S052_R01,C050_S052,50,1,52,36,C050_S052_N035,synthetic_customer,35.77291666666667,139.790625,28.0,12.0
C050_V01_S052_R01,C050_S052,50,1,52,37,C050_S052_N043,synthetic_customer,35.764583333333334,139.77812500000002,5.0,9.0
C050_V01_S052_R01,C050_S052,50,1,52,38,C050_S052_N049,synthetic_customer,35.73958333333334,139.759375,5.0,7.0
C050_V01_S052_R01,C050_S052,50,1,52,39,C050_S052_N033,synthetic_customer,35.743750000000006,139.734375,13.0,8.0
C050_V01_S052_R01,C050_S052,50,1,52,40,C050_S052_N008,synthetic_customer,35.71875,139.728125,20.0,8.0
C050_V01_S052_R01,C050_S052,50,1,52,41,C050_S052_N029,synthetic_customer,35.71041666666667,139.71562500000002,15.0,10.0
C050_V01_S052_R01,C050_S052,50,1,52,42,C050_S052_N036,synthetic_customer,35.743750000000006,139.696875,15.0,12.0
C050_V01_S052_R01,C050_S052,50,1,52,43,C050_S052_N038,synthetic_customer,35.760416666666664,139.68437500000002,28.0,12.0
C050_V01_S052_R01,C050_S052,50,1,52,44,C050_S052_N047,synthetic_customer,35.764583333333334,139.68437500000002,9.0,11.0
C050_V01_S052_R01,C050_S052,50,1,52,45,C050_S052_N012,synthetic_customer,35.760416666666664,139.67812500000002,21.0,7.0
C050_V01_S052_R01,C050_S052,50,1,52,46,C050_S052_N002,synthetic_customer,35.76875,139.709375,25.0,15.0
C050_V01_S052_R01,C050_S052,50,1,52,47,C050_S052_N039,synthetic_customer,35.77291666666667,139.71562500000002,13.0,13.0
C050_V01_S052_R01,C050_S052,50,1,52,48,C050_S052_N005,synthetic_customer,35.797916666666666,139.77812500000002,21.0,7.0
C050_V01_S052_R01,C050_S052,50,1,52,49,C050_S052_N041,synthetic_customer,35.797916666666666,139.796875,18.0,11.0
C050_V01_S052_R01,C050_S052,50,1,52,50,C050_S052_N004,synthetic_customer,35.78541666666666,139.30312500000002,22.0,7.0
C050_V01_S052_R01,C050_S052,50,1,52,0,DEP_438,depot_proxy,35.705833,139.665566,0.0,0.0
C050_V03_S052_R01,C050_S052,50,3,52,1,C050_S052_N034,synthetic_customer,35.69375,139.665625,5.0,9.0
C050_V03_S052_R01,C050_S052,50,3,52,2,C050_S052_N015,synthetic_customer,35.71875,139.671875,27.0,14.0
C050_V03_S052_R01,C050_S052,50,3,52,3,C050_S052_N018,synthetic_customer,35.72291666666667,139.665625,8.0,11.0
