file,reads,writes,imported_by,used_in_presentation,required_for_reproduction,decision
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/font_manager.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/ft2font.data.json,/2; /opt/anaconda3/lib/python3.11/site-packages/matplotlib/ft2font.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/ft2font.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/ft2font.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/gridspec.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/gridspec.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/gridspec.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/gridspec.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/image.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/image.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/image.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/image.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/inset.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/inset.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/inset.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/inset.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/layout_engine.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/layout_engine.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/layout_engine.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/layout_engine.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/legend.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/legend.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/legend.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/legend.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/legend_handler.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/legend_handler.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/legend_handler.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/legend_handler.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/lines.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/lines.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/lines.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/lines.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/markers.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/markers.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/markers.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/markers.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/mathtext.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/mathtext.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/mathtext.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/mathtext.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/mlab.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/mlab.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/mlab.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/mlab.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/offsetbox.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/offsetbox.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/offsetbox.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/offsetbox.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/patches.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/patches.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/patches.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/patches.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/path.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/path.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/path.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/path.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/patheffects.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/patheffects.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/patheffects.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/patheffects.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/projections/__init__.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/projections/__init__.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/projections/__init__.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/projections/__init__.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/projections/geo.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/projections/geo.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/projections/geo.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/projections/geo.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/projections/polar.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/projections/polar.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/projections/polar.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/projections/polar.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/pyplot.data.json,matplotlib.py; /opt/anaconda3/lib/python3.11/site-packages/matplotlib/pyplot.py,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/pyplot.meta.json,matplotlib.py; /opt/anaconda3/lib/python3.11/site-packages/matplotlib/pyplot.py,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/quiver.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/quiver.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/quiver.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/quiver.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/rcsetup.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/rcsetup.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/rcsetup.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/rcsetup.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/scale.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/scale.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/scale.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/scale.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/spines.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/spines.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/spines.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/spines.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/stackplot.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/stackplot.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/stackplot.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/stackplot.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/streamplot.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/streamplot.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/streamplot.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/streamplot.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/style/__init__.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/style/__init__.py,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/style/__init__.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/style/__init__.py,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/style/core.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/style/core.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/style/core.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/style/core.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/table.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/table.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/table.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/table.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/texmanager.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/texmanager.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/texmanager.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/texmanager.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/text.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/text.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/text.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/text.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/textpath.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/textpath.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/textpath.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/textpath.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/ticker.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/ticker.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/transforms.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/transforms.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/__init__.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/__init__.py,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/__init__.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/__init__.py,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_triangulation.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_triangulation.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_triangulation.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_triangulation.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_tricontour.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_tricontour.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_tricontour.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_tricontour.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_trifinder.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_trifinder.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_trifinder.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_trifinder.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_triinterpolate.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_triinterpolate.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_triinterpolate.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_triinterpolate.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_tripcolor.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_tripcolor.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_tripcolor.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_tripcolor.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_triplot.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_triplot.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_triplot.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_triplot.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_trirefine.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_trirefine.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_trirefine.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_trirefine.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_tritools.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_tritools.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_tritools.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_tritools.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/typing.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/typing.py,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/typing.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/typing.py,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/units.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/units.py,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/units.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/units.py,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/widgets.data.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/widgets.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/widgets.meta.json,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/widgets.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/mmap.data.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/mmap.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/mmap.meta.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/mmap.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/__init__.data.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/__init__.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/__init__.meta.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/__init__.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/connection.data.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/connection.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/connection.meta.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/connection.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/context.data.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/context.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/context.meta.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/context.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/managers.data.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/managers.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/managers.meta.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/managers.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/pool.data.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/pool.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/pool.meta.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/pool.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/popen_fork.data.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/popen_fork.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/popen_fork.meta.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/popen_fork.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/popen_forkserver.data.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/popen_forkserver.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/popen_forkserver.meta.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/popen_forkserver.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/popen_spawn_posix.data.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/popen_spawn_posix.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/popen_spawn_posix.meta.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/popen_spawn_posix.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/popen_spawn_win32.data.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/popen_spawn_win32.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/popen_spawn_win32.meta.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/popen_spawn_win32.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/process.data.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/process.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/process.meta.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/process.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/queues.data.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/queues.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/queues.meta.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/queues.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/reduction.data.json,pickle.Pickle; /opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/reduction.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/reduction.meta.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/reduction.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/shared_memory.data.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/shared_memory.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/shared_memory.meta.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/shared_memory.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/sharedctypes.data.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/sharedctypes.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/sharedctypes.meta.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/sharedctypes.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/spawn.data.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/spawn.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/spawn.meta.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/spawn.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/synchronize.data.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/synchronize.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/synchronize.meta.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/synchronize.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/util.data.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/util.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/util.meta.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/util.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numbers.data.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/numbers.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numbers.meta.json,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/numbers.pyi,,,pending exact asset match,likely,quarantine
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/__init__.data.json,numpy._pytesttester.Py; ctypes.py; numpy.vectorize.py; /opt/anaconda3/lib/python3.11/site-packages/numpy/__init__.pyi,,,pending exact asset match,likely,quarantine
