file,referenced_by,references_to,used_in_latest_presentation,used_in_current_analysis,required_for_reproduction,classification
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/table.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/table.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/texmanager.data.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/texmanager.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/texmanager.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/texmanager.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/text.data.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/text.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/text.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/text.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/textpath.data.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/textpath.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/textpath.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/textpath.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/ticker.data.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/ticker.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/transforms.data.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/transforms.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/__init__.data.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/__init__.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/__init__.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/__init__.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_triangulation.data.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_triangulation.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_triangulation.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_triangulation.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_tricontour.data.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_tricontour.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_tricontour.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_tricontour.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_trifinder.data.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_trifinder.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_trifinder.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_trifinder.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_triinterpolate.data.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_triinterpolate.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_triinterpolate.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_triinterpolate.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_tripcolor.data.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_tripcolor.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_tripcolor.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_tripcolor.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_triplot.data.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_triplot.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_triplot.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_triplot.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_trirefine.data.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_trirefine.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_trirefine.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_trirefine.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_tritools.data.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_tritools.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/tri/_tritools.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_tritools.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/typing.data.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/typing.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/typing.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/typing.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/units.data.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/units.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/units.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/units.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/widgets.data.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/widgets.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/matplotlib/widgets.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/matplotlib/widgets.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/mmap.data.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/mmap.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/mmap.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/mmap.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/__init__.data.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/__init__.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/__init__.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/__init__.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/connection.data.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/connection.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/connection.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/connection.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/context.data.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/context.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/context.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/context.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/managers.data.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/managers.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/managers.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/managers.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/pool.data.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/pool.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/pool.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/pool.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/popen_fork.data.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/popen_fork.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/popen_fork.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/popen_fork.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/popen_forkserver.data.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/popen_forkserver.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/popen_forkserver.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/popen_forkserver.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/popen_spawn_posix.data.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/popen_spawn_posix.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/popen_spawn_posix.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/popen_spawn_posix.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/popen_spawn_win32.data.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/popen_spawn_win32.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/popen_spawn_win32.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/popen_spawn_win32.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/process.data.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/process.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/process.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/process.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/queues.data.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/queues.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/queues.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/queues.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/reduction.data.json,,pickle.Pickle; /opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/reduction.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/reduction.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/reduction.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/shared_memory.data.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/shared_memory.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/shared_memory.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/shared_memory.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/sharedctypes.data.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/sharedctypes.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/sharedctypes.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/sharedctypes.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/spawn.data.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/spawn.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/spawn.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/spawn.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/synchronize.data.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/synchronize.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/synchronize.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/synchronize.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/util.data.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/util.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/multiprocessing/util.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/multiprocessing/util.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numbers.data.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/numbers.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numbers.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/mypy/typeshed/stdlib/numbers.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/__init__.data.json,,numpy._pytesttester.Py; ctypes.py; numpy.vectorize.py; /opt/anaconda3/lib/python3.11/site-packages/numpy/__init__.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/__init__.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/__init__.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_pytesttester.data.json,,numpy._pytesttester.Py; /opt/anaconda3/lib/python3.11/site-packages/numpy/_pytesttester.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_pytesttester.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_pytesttester.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_typing/__init__.data.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_typing/__init__.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_typing/__init__.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_typing/__init__.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_typing/_add_docstring.data.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_typing/_add_docstring.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_typing/_add_docstring.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_typing/_add_docstring.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_typing/_array_like.data.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_typing/_array_like.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_typing/_array_like.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_typing/_array_like.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_typing/_callable.data.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_typing/_callable.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_typing/_callable.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_typing/_callable.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_typing/_char_codes.data.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_typing/_char_codes.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_typing/_char_codes.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_typing/_char_codes.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_typing/_dtype_like.data.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_typing/_dtype_like.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_typing/_dtype_like.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_typing/_dtype_like.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_typing/_extended_precision.data.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_typing/_extended_precision.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_typing/_extended_precision.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_typing/_extended_precision.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_typing/_nbit.data.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_typing/_nbit.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_typing/_nbit.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_typing/_nbit.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_typing/_nested_sequence.data.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_typing/_nested_sequence.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_typing/_nested_sequence.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_typing/_nested_sequence.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_typing/_scalars.data.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_typing/_scalars.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_typing/_scalars.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_typing/_scalars.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_typing/_shape.data.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_typing/_shape.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_typing/_shape.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_typing/_shape.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_typing/_ufunc.data.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_typing/_ufunc.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_typing/_ufunc.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_typing/_ufunc.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_utils/__init__.data.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_utils/__init__.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_utils/__init__.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_utils/__init__.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_utils/_convertions.data.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_utils/_convertions.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/_utils/_convertions.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/_utils/_convertions.py,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/core/__init__.data.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/core/__init__.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/core/__init__.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/core/__init__.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/core/_asarray.data.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/core/_asarray.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/core/_asarray.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/core/_asarray.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/core/_internal.data.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/core/_internal.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/core/_internal.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/core/_internal.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/core/_type_aliases.data.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/core/_type_aliases.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/core/_type_aliases.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/core/_type_aliases.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/core/_ufunc_config.data.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/core/_ufunc_config.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/core/_ufunc_config.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/core/_ufunc_config.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/core/arrayprint.data.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/core/arrayprint.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/core/arrayprint.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/core/arrayprint.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/core/defchararray.data.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/core/defchararray.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/core/defchararray.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/core/defchararray.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/core/einsumfunc.data.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/core/einsumfunc.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/core/einsumfunc.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/core/einsumfunc.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/core/fromnumeric.data.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.pyi,pending_asset_match,unknown,likely,generated_unused
/Users/tstakuma/Desktop/github/research/.mypy_cache/3.11/numpy/core/fromnumeric.meta.json,,/opt/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.pyi,pending_asset_match,unknown,likely,generated_unused
