base_route_proxy_id,customer_configuration_id,customer_count,vehicle_count,seed,route_index,depot_candidate_id,eligible_depot_candidate_count,selected_depot_count,customer_count_on_route,haversine_distance_km,road_adjusted_distance_km,network_distance_km,route_proxy_distance_km,route_total_demand_kg,service_time_total_min,route_generation_method,route_proxy_limitation
C025_V01_S001_R01,C025_S001,25,1,1,1,DEP_022,440,1,25,143.96244234921434,179.95305293651793,,179.95305293651793,464.0,254.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S023_R04,C025_S023,25,5,23,4,DEP_438,440,1,1,69.62184984114015,87.02731230142518,,87.02731230142518,12.0,9.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S023_R05,C025_S023,25,5,23,5,DEP_438,440,1,6,38.9573775254353,48.696721906794124,,48.696721906794124,114.0,76.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V01_S024_R01,C025_S024,25,1,24,1,DEP_022,440,1,25,193.52034115560505,241.9004264445063,,241.9004264445063,352.0,231.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S024_R01,C025_S024,25,3,24,1,DEP_022,440,1,8,47.47593866207595,59.344923327594934,,59.344923327594934,131.0,65.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S024_R02,C025_S024,25,3,24,2,DEP_022,440,1,12,79.6499111421627,99.56238892770337,,99.56238892770337,145.0,116.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S024_R03,C025_S024,25,3,24,3,DEP_022,440,1,5,87.32892753675665,109.16115942094581,,109.16115942094581,76.0,50.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S024_R01,C025_S024,25,5,24,1,DEP_022,440,1,4,26.966759265450744,33.70844908181343,,33.70844908181343,61.0,25.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S024_R02,C025_S024,25,5,24,2,DEP_022,440,1,4,86.38450593850182,107.98063242312728,,107.98063242312728,52.0,39.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S024_R03,C025_S024,25,5,24,3,DEP_022,440,1,5,58.42165420177199,73.02706775221499,,73.02706775221499,67.0,60.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S024_R04,C025_S024,25,5,24,4,DEP_022,440,1,6,66.78172703833583,83.47715879791978,,83.47715879791978,102.0,56.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S024_R05,C025_S024,25,5,24,5,DEP_022,440,1,6,40.69013209804949,50.862665122561864,,50.862665122561864,70.0,51.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V01_S025_R01,C025_S025,25,1,25,1,DEP_159,440,1,25,178.55323085787163,223.19153857233954,,223.19153857233954,362.0,242.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S025_R01,C025_S025,25,3,25,1,DEP_159,440,1,10,56.40786004548154,70.50982505685192,,70.50982505685192,157.0,102.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S025_R02,C025_S025,25,3,25,2,DEP_159,440,1,6,72.40486459490114,90.50608074362643,,90.50608074362643,61.0,55.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S025_R03,C025_S025,25,3,25,3,DEP_159,440,1,9,63.66129480408225,79.57661850510281,,79.57661850510281,144.0,85.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S025_R01,C025_S025,25,5,25,1,DEP_159,440,1,4,34.355147616105086,42.94393452013136,,42.94393452013136,55.0,41.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S025_R02,C025_S025,25,5,25,2,DEP_159,440,1,4,71.09308004986015,88.86635006232518,,88.86635006232518,36.0,36.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S025_R03,C025_S025,25,5,25,3,DEP_159,440,1,8,50.00634405547703,62.50793006934629,,62.50793006934629,120.0,89.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S025_R04,C025_S025,25,5,25,4,DEP_159,440,1,3,37.25196152265299,46.56495190331624,,46.56495190331624,40.0,26.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S025_R05,C025_S025,25,5,25,5,DEP_159,440,1,6,33.124997612286705,41.40624701535838,,41.40624701535838,111.0,50.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V01_S026_R01,C025_S026,25,1,26,1,DEP_438,440,1,25,263.9020041182422,329.8775051478027,,329.8775051478027,474.0,247.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S026_R01,C025_S026,25,3,26,1,DEP_438,440,1,19,111.9044532489036,139.88056656112948,,139.88056656112948,376.0,181.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S026_R02,C025_S026,25,3,26,2,DEP_438,440,1,5,72.76612471724496,90.9576558965562,,90.9576558965562,75.0,55.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S026_R03,C025_S026,25,3,26,3,DEP_438,440,1,1,95.82296447368037,119.77870559210047,,119.77870559210047,23.0,11.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S026_R01,C025_S026,25,5,26,1,DEP_438,440,1,6,43.819670488026645,54.77458811003331,,54.77458811003331,129.0,59.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S026_R02,C025_S026,25,5,26,2,DEP_438,440,1,1,95.82296447368037,119.77870559210047,,119.77870559210047,23.0,11.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S026_R03,C025_S026,25,5,26,3,DEP_438,440,1,7,55.16260858326587,68.95326072908234,,68.95326072908234,167.0,66.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S026_R04,C025_S026,25,5,26,4,DEP_438,440,1,6,36.004399209472574,45.00549901184072,,45.00549901184072,80.0,56.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S026_R05,C025_S026,25,5,26,5,DEP_438,440,1,5,72.76612471724496,90.9576558965562,,90.9576558965562,75.0,55.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V01_S027_R01,C025_S027,25,1,27,1,DEP_022,440,1,25,214.3017846922491,267.8772308653114,,267.8772308653114,396.0,253.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S027_R01,C025_S027,25,3,27,1,DEP_022,440,1,4,61.914361266460894,77.39295158307611,,77.39295158307611,72.0,30.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S027_R02,C025_S027,25,3,27,2,DEP_022,440,1,14,67.3604908395433,84.20061354942914,,84.20061354942914,203.0,148.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S027_R03,C025_S027,25,3,27,3,DEP_022,440,1,7,111.21989099578674,139.02486374473344,,139.02486374473344,121.0,75.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S027_R01,C025_S027,25,5,27,1,DEP_022,440,1,3,72.139433201785,90.17429150223124,,90.17429150223124,61.0,24.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S027_R02,C025_S027,25,5,27,2,DEP_022,440,1,11,46.140090123921574,57.675112654901966,,57.675112654901966,147.0,112.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S027_R03,C025_S027,25,5,27,3,DEP_022,440,1,4,61.914361266460894,77.39295158307611,,77.39295158307611,72.0,30.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S027_R04,C025_S027,25,5,27,4,DEP_022,440,1,6,48.760489388472195,60.95061173559024,,60.95061173559024,95.0,76.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S027_R05,C025_S027,25,5,27,5,DEP_022,440,1,1,44.94551468733291,56.18189335916614,,56.18189335916614,21.0,11.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V01_S028_R01,C025_S028,25,1,28,1,DEP_438,440,1,25,145.15991077615237,181.44988847019047,,181.44988847019047,425.0,250.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S028_R01,C025_S028,25,3,28,1,DEP_438,440,1,11,58.110850177214104,72.63856272151763,,72.63856272151763,170.0,109.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S028_R02,C025_S028,25,3,28,2,DEP_438,440,1,8,57.730221191341975,72.16277648917747,,72.16277648917747,124.0,79.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S028_R03,C025_S028,25,3,28,3,DEP_438,440,1,6,59.94840084235094,74.93550105293868,,74.93550105293868,131.0,62.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S028_R01,C025_S028,25,5,28,1,DEP_438,440,1,7,62.665469674063345,78.33183709257918,,78.33183709257918,105.0,67.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S028_R02,C025_S028,25,5,28,2,DEP_438,440,1,5,36.84693020930753,46.05866276163441,,46.05866276163441,82.0,50.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S028_R03,C025_S028,25,5,28,3,DEP_438,440,1,5,56.2983097059696,70.372887132462,,70.372887132462,108.0,47.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S028_R04,C025_S028,25,5,28,4,DEP_438,440,1,4,26.543914906107553,33.17989363263444,,33.17989363263444,61.0,40.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S028_R05,C025_S028,25,5,28,5,DEP_438,440,1,4,24.755031360252243,30.943789200315305,,30.943789200315305,69.0,46.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V01_S029_R01,C025_S029,25,1,29,1,DEP_438,440,1,25,166.18598869855404,207.73248587319256,,207.73248587319256,467.0,261.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S029_R01,C025_S029,25,3,29,1,DEP_438,440,1,8,59.24526415706361,74.0565801963295,,74.0565801963295,166.0,86.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S029_R02,C025_S029,25,3,29,2,DEP_438,440,1,7,74.74735378640669,93.43419223300836,,93.43419223300836,95.0,63.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S029_R03,C025_S029,25,3,29,3,DEP_438,440,1,10,58.288931301794534,72.86116412724317,,72.86116412724317,206.0,112.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S029_R01,C025_S029,25,5,29,1,DEP_438,440,1,4,65.01034493094527,81.26293116368159,,81.26293116368159,65.0,47.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S029_R02,C025_S029,25,5,29,2,DEP_438,440,1,4,39.230050643527846,49.03756330440981,,49.03756330440981,93.0,42.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S029_R03,C025_S029,25,5,29,3,DEP_438,440,1,7,43.2975630051457,54.12195375643212,,54.12195375643212,144.0,77.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S029_R04,C025_S029,25,5,29,4,DEP_438,440,1,4,41.10138437665994,51.376730470824924,,51.376730470824924,52.0,25.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S029_R05,C025_S029,25,5,29,5,DEP_438,440,1,6,54.80910963009998,68.51138703762498,,68.51138703762498,113.0,70.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V01_S030_R01,C025_S030,25,1,30,1,DEP_438,440,1,25,178.6668099050795,223.33351238134938,,223.33351238134938,463.0,263.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S030_R01,C025_S030,25,3,30,1,DEP_438,440,1,8,59.61737595834864,74.5217199479358,,74.5217199479358,154.0,92.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S030_R02,C025_S030,25,3,30,2,DEP_438,440,1,10,60.321297073607965,75.40162134200996,,75.40162134200996,191.0,106.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S030_R03,C025_S030,25,3,30,3,DEP_438,440,1,7,82.36564713707341,102.95705892134177,,102.95705892134177,118.0,65.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S030_R01,C025_S030,25,5,30,1,DEP_438,440,1,3,60.22804848526679,75.28506060658349,,75.28506060658349,51.0,38.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S030_R02,C025_S030,25,5,30,2,DEP_438,440,1,8,52.550489165110086,65.6881114563876,,65.6881114563876,135.0,84.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S030_R03,C025_S030,25,5,30,3,DEP_438,440,1,7,41.17029196087265,51.462864951090815,,51.462864951090815,147.0,79.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S030_R04,C025_S030,25,5,30,4,DEP_438,440,1,1,66.10829775537375,82.6353721942172,,82.6353721942172,19.0,8.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S030_R05,C025_S030,25,5,30,5,DEP_438,440,1,6,53.121612195196796,66.40201524399599,,66.40201524399599,111.0,54.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V01_S031_R01,C025_S031,25,1,31,1,DEP_438,440,1,25,174.30731361078958,217.88414201348698,,217.88414201348698,433.0,264.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S031_R01,C025_S031,25,3,31,1,DEP_438,440,1,9,63.90369202251006,79.87961502813758,,79.87961502813758,169.0,100.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S031_R02,C025_S031,25,3,31,2,DEP_438,440,1,12,90.2938298797196,112.8672873496495,,112.8672873496495,209.0,116.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S031_R03,C025_S031,25,3,31,3,DEP_438,440,1,4,72.95185036348673,91.18981295435842,,91.18981295435842,55.0,48.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S031_R01,C025_S031,25,5,31,1,DEP_438,440,1,4,72.95185036348673,91.18981295435842,,91.18981295435842,55.0,48.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S031_R02,C025_S031,25,5,31,2,DEP_438,440,1,5,39.37914427145456,49.223930339318194,,49.223930339318194,100.0,65.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S031_R03,C025_S031,25,5,31,3,DEP_438,440,1,5,40.28879808013503,50.36099760016879,,50.36099760016879,88.0,43.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S031_R04,C025_S031,25,5,31,4,DEP_438,440,1,7,47.64989135243273,59.56236419054092,,59.56236419054092,121.0,66.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S031_R05,C025_S031,25,5,31,5,DEP_438,440,1,4,51.50777746086562,64.38472182608203,,64.38472182608203,69.0,42.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V01_S032_R01,C025_S032,25,1,32,1,DEP_022,440,1,25,159.39768551145139,199.24710688931424,,199.24710688931424,478.0,262.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S032_R01,C025_S032,25,3,32,1,DEP_022,440,1,12,74.77077944423918,93.46347430529897,,93.46347430529897,256.0,122.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S032_R02,C025_S032,25,3,32,2,DEP_022,440,1,7,71.44623421394132,89.30779276742666,,89.30779276742666,97.0,76.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S032_R03,C025_S032,25,3,32,3,DEP_022,440,1,6,33.804974229442216,42.25621778680277,,42.25621778680277,125.0,64.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S032_R01,C025_S032,25,5,32,1,DEP_022,440,1,6,33.804974229442216,42.25621778680277,,42.25621778680277,125.0,64.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S032_R02,C025_S032,25,5,32,2,DEP_022,440,1,4,63.735917659407406,79.66989707425925,,79.66989707425925,37.0,39.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S032_R03,C025_S032,25,5,32,3,DEP_022,440,1,9,61.2712780583844,76.58909757298049,,76.58909757298049,183.0,80.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S032_R04,C025_S032,25,5,32,4,DEP_022,440,1,3,31.323926550916998,39.154908188646246,,39.154908188646246,73.0,42.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S032_R05,C025_S032,25,5,32,5,DEP_022,440,1,3,52.33678740943556,65.42098426179444,,65.42098426179444,60.0,37.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V01_S033_R01,C025_S033,25,1,33,1,DEP_022,440,1,25,178.55716928616985,223.1964616077123,,223.1964616077123,414.0,233.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S033_R01,C025_S033,25,3,33,1,DEP_022,440,1,6,53.568816618206,66.96102077275751,,66.96102077275751,110.0,57.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S033_R02,C025_S033,25,3,33,2,DEP_022,440,1,9,108.93104233942623,136.16380292428278,,136.16380292428278,145.0,81.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S033_R03,C025_S033,25,3,33,3,DEP_022,440,1,10,53.53367344602738,66.91709180753422,,66.91709180753422,159.0,95.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S033_R01,C025_S033,25,5,33,1,DEP_022,440,1,6,53.568816618206,66.96102077275751,,66.96102077275751,110.0,57.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S033_R02,C025_S033,25,5,33,2,DEP_022,440,1,7,36.805096668962044,46.00637083620256,,46.00637083620256,98.0,69.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S033_R03,C025_S033,25,5,33,3,DEP_022,440,1,2,60.46410957760892,75.58013697201116,,75.58013697201116,22.0,18.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S033_R04,C025_S033,25,5,33,4,DEP_022,440,1,7,86.91554889298592,108.64443611623241,,108.64443611623241,123.0,63.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S033_R05,C025_S033,25,5,33,5,DEP_022,440,1,3,23.802946054123154,29.753682567653943,,29.753682567653943,61.0,26.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V01_S034_R01,C025_S034,25,1,34,1,DEP_438,440,1,25,163.33011286674926,204.16264108343657,,204.16264108343657,378.0,248.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S034_R01,C025_S034,25,3,34,1,DEP_438,440,1,9,66.62514706379497,83.28143382974372,,83.28143382974372,130.0,88.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S034_R02,C025_S034,25,3,34,2,DEP_438,440,1,9,59.212205899956935,74.01525737494617,,74.01525737494617,160.0,98.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S034_R03,C025_S034,25,3,34,3,DEP_438,440,1,7,74.6950945887956,93.3688682359945,,93.3688682359945,88.0,62.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S034_R01,C025_S034,25,5,34,1,DEP_438,440,1,3,38.42452240021899,48.03065300027374,,48.03065300027374,36.0,24.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S034_R02,C025_S034,25,5,34,2,DEP_438,440,1,8,68.49610370663838,85.62012963329798,,85.62012963329798,110.0,81.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S034_R03,C025_S034,25,5,34,3,DEP_438,440,1,5,27.969568852806493,34.961961066008115,,34.961961066008115,76.0,54.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S034_R04,C025_S034,25,5,34,4,DEP_438,440,1,5,39.24565288679368,49.057066108492094,,49.057066108492094,104.0,51.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S034_R05,C025_S034,25,5,34,5,DEP_438,440,1,4,61.31887387240262,76.64859234050327,,76.64859234050327,52.0,38.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V01_S035_R01,C025_S035,25,1,35,1,DEP_438,440,1,25,150.03702707305453,187.54628384131817,,187.54628384131817,399.0,231.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S035_R01,C025_S035,25,3,35,1,DEP_438,440,1,8,57.530822132182664,71.91352766522833,,71.91352766522833,126.0,74.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S035_R02,C025_S035,25,3,35,2,DEP_438,440,1,9,78.67783893789179,98.34729867236474,,98.34729867236474,171.0,97.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V03_S035_R03,C025_S035,25,3,35,3,DEP_438,440,1,8,53.47360274636252,66.84200343295315,,66.84200343295315,102.0,60.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S035_R01,C025_S035,25,5,35,1,DEP_438,440,1,4,28.621293029713293,35.776616287141614,,35.776616287141614,41.0,29.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S035_R02,C025_S035,25,5,35,2,DEP_438,440,1,4,44.84175612664079,56.05219515830099,,56.05219515830099,92.0,42.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
C025_V05_S035_R03,C025_S035,25,5,35,3,DEP_438,440,1,7,55.6150905310758,69.51886316384476,,69.51886316384476,106.0,60.0,KMeans assignment plus nearest-neighbor visit-order proxy,Not an EVRP optimum; not time-window/SOC optimized; not a road-network path.
