name,file,schema,data_type,semantic_meaning,unit,provenance,cardinality,non_null_distinct,null_count,null_rate,uniqueness,current_use
mesh_code,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v2/mesh_weight_summary.csv,mesh_code;H_m;N_m;HTKSYORI;HTKSAKI;GASSAN;T001141034;mesh_status,CSV UTF-8 text; logical=string,source entity/category identifier; meaning limited to file schema,identifier/category,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,16671,16671,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
H_m,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v2/mesh_weight_summary.csv,mesh_code;H_m;N_m;HTKSYORI;HTKSAKI;GASSAN;T001141034;mesh_status,CSV UTF-8 text; logical=integer,source length/distance field; method limited to file provenance,m,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,16671,3320,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
N_m,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v2/mesh_weight_summary.csv,mesh_code;H_m;N_m;HTKSYORI;HTKSAKI;GASSAN;T001141034;mesh_status,CSV UTF-8 text; logical=integer,source length/distance field; method limited to file provenance,m,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,16671,149,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
HTKSYORI,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v2/mesh_weight_summary.csv,mesh_code;H_m;N_m;HTKSYORI;HTKSAKI;GASSAN;T001141034;mesh_status,CSV UTF-8 text; logical=integer,source column HTKSYORI; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,16671,3,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
HTKSAKI,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v2/mesh_weight_summary.csv,mesh_code;H_m;N_m;HTKSYORI;HTKSAKI;GASSAN;T001141034;mesh_status,CSV UTF-8 text; logical=integer,source column HTKSAKI; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,16671,650,15860,0.9513526483114391,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
GASSAN,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v2/mesh_weight_summary.csv,mesh_code;H_m;N_m;HTKSYORI;HTKSAKI;GASSAN;T001141034;mesh_status,CSV UTF-8 text; logical=string,source column GASSAN; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,16671,650,16021,0.9610101373642853,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
T001141034,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v2/mesh_weight_summary.csv,mesh_code;H_m;N_m;HTKSYORI;HTKSAKI;GASSAN;T001141034;mesh_status,CSV UTF-8 text; logical=integer,source column T001141034; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,16671,3320,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
mesh_status,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v2/mesh_weight_summary.csv,mesh_code;H_m;N_m;HTKSYORI;HTKSAKI;GASSAN;T001141034;mesh_status,CSV UTF-8 text; logical=string,source metadata / reference / state; retain verbatim,metadata,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,16671,2,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
stop_id,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/candidate_demand_weights.csv,stop_id;building_id;building_representative_point;mesh_code;H_m;N_m;w_i;weight_numerator_H_m;weight_denominator_N_m;weight_formula;weight_unit;classification_H_m;classification_w_i;source;source_mesh_crs;transformation;HTKSYORI;HTKSAKI;GASSAN;T001141034,CSV UTF-8 text; logical=string,historical building-day aggregation identity; not observed service visit,identifier,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,39956,39956,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
building_id,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/candidate_demand_weights.csv,stop_id;building_id;building_representative_point;mesh_code;H_m;N_m;w_i;weight_numerator_H_m;weight_denominator_N_m;weight_formula;weight_unit;classification_H_m;classification_w_i;source;source_mesh_crs;transformation;HTKSYORI;HTKSAKI;GASSAN;T001141034,CSV UTF-8 text; logical=string,PLATEAU building source identity; not event/access identity,identifier,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,39956,39956,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
building_representative_point,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/candidate_demand_weights.csv,stop_id;building_id;building_representative_point;mesh_code;H_m;N_m;w_i;weight_numerator_H_m;weight_denominator_N_m;weight_formula;weight_unit;classification_H_m;classification_w_i;source;source_mesh_crs;transformation;HTKSYORI;HTKSAKI;GASSAN;T001141034,CSV UTF-8 text; logical=string,geographic building representative point WKT; not entrance,degrees; EPSG:4326 per R04 config,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,39956,39956,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
mesh_code,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/candidate_demand_weights.csv,stop_id;building_id;building_representative_point;mesh_code;H_m;N_m;w_i;weight_numerator_H_m;weight_denominator_N_m;weight_formula;weight_unit;classification_H_m;classification_w_i;source;source_mesh_crs;transformation;HTKSYORI;HTKSAKI;GASSAN;T001141034,CSV UTF-8 text; logical=string,source entity/category identifier; meaning limited to file schema,identifier/category,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,39956,172,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
H_m,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/candidate_demand_weights.csv,stop_id;building_id;building_representative_point;mesh_code;H_m;N_m;w_i;weight_numerator_H_m;weight_denominator_N_m;weight_formula;weight_unit;classification_H_m;classification_w_i;source;source_mesh_crs;transformation;HTKSYORI;HTKSAKI;GASSAN;T001141034,CSV UTF-8 text; logical=integer,source length/distance field; method limited to file provenance,m,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,39956,169,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
N_m,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/candidate_demand_weights.csv,stop_id;building_id;building_representative_point;mesh_code;H_m;N_m;w_i;weight_numerator_H_m;weight_denominator_N_m;weight_formula;weight_unit;classification_H_m;classification_w_i;source;source_mesh_crs;transformation;HTKSYORI;HTKSAKI;GASSAN;T001141034,CSV UTF-8 text; logical=integer,source length/distance field; method limited to file provenance,m,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,39956,148,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
w_i,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/candidate_demand_weights.csv,stop_id;building_id;building_representative_point;mesh_code;H_m;N_m;w_i;weight_numerator_H_m;weight_denominator_N_m;weight_formula;weight_unit;classification_H_m;classification_w_i;source;source_mesh_crs;transformation;HTKSYORI;HTKSAKI;GASSAN;T001141034,CSV UTF-8 text; logical=float,legacy mesh household-equivalents per candidate; not realized demand,household_equivalents/candidate,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,39956,172,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
weight_numerator_H_m,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/candidate_demand_weights.csv,stop_id;building_id;building_representative_point;mesh_code;H_m;N_m;w_i;weight_numerator_H_m;weight_denominator_N_m;weight_formula;weight_unit;classification_H_m;classification_w_i;source;source_mesh_crs;transformation;HTKSYORI;HTKSAKI;GASSAN;T001141034,CSV UTF-8 text; logical=integer,source length/distance field; method limited to file provenance,m,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,39956,169,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
weight_denominator_N_m,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/candidate_demand_weights.csv,stop_id;building_id;building_representative_point;mesh_code;H_m;N_m;w_i;weight_numerator_H_m;weight_denominator_N_m;weight_formula;weight_unit;classification_H_m;classification_w_i;source;source_mesh_crs;transformation;HTKSYORI;HTKSAKI;GASSAN;T001141034,CSV UTF-8 text; logical=integer,source length/distance field; method limited to file provenance,m,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,39956,148,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
weight_formula,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/candidate_demand_weights.csv,stop_id;building_id;building_representative_point;mesh_code;H_m;N_m;w_i;weight_numerator_H_m;weight_denominator_N_m;weight_formula;weight_unit;classification_H_m;classification_w_i;source;source_mesh_crs;transformation;HTKSYORI;HTKSAKI;GASSAN;T001141034,CSV UTF-8 text; logical=string,source column weight_formula; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,39956,1,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
weight_unit,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/candidate_demand_weights.csv,stop_id;building_id;building_representative_point;mesh_code;H_m;N_m;w_i;weight_numerator_H_m;weight_denominator_N_m;weight_formula;weight_unit;classification_H_m;classification_w_i;source;source_mesh_crs;transformation;HTKSYORI;HTKSAKI;GASSAN;T001141034,CSV UTF-8 text; logical=string,source column weight_unit; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,39956,1,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
classification_H_m,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/candidate_demand_weights.csv,stop_id;building_id;building_representative_point;mesh_code;H_m;N_m;w_i;weight_numerator_H_m;weight_denominator_N_m;weight_formula;weight_unit;classification_H_m;classification_w_i;source;source_mesh_crs;transformation;HTKSYORI;HTKSAKI;GASSAN;T001141034,CSV UTF-8 text; logical=string,source classification label; does not upgrade synthetic input to observation,category,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,39956,1,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
classification_w_i,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/candidate_demand_weights.csv,stop_id;building_id;building_representative_point;mesh_code;H_m;N_m;w_i;weight_numerator_H_m;weight_denominator_N_m;weight_formula;weight_unit;classification_H_m;classification_w_i;source;source_mesh_crs;transformation;HTKSYORI;HTKSAKI;GASSAN;T001141034,CSV UTF-8 text; logical=string,source classification label; does not upgrade synthetic input to observation,category,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,39956,1,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
source,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/candidate_demand_weights.csv,stop_id;building_id;building_representative_point;mesh_code;H_m;N_m;w_i;weight_numerator_H_m;weight_denominator_N_m;weight_formula;weight_unit;classification_H_m;classification_w_i;source;source_mesh_crs;transformation;HTKSYORI;HTKSAKI;GASSAN;T001141034,CSV UTF-8 text; logical=string,source metadata / reference / state; retain verbatim,metadata,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,39956,1,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
source_mesh_crs,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/candidate_demand_weights.csv,stop_id;building_id;building_representative_point;mesh_code;H_m;N_m;w_i;weight_numerator_H_m;weight_denominator_N_m;weight_formula;weight_unit;classification_H_m;classification_w_i;source;source_mesh_crs;transformation;HTKSYORI;HTKSAKI;GASSAN;T001141034,CSV UTF-8 text; logical=string,source metadata / reference / state; retain verbatim,metadata,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,39956,1,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
transformation,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/candidate_demand_weights.csv,stop_id;building_id;building_representative_point;mesh_code;H_m;N_m;w_i;weight_numerator_H_m;weight_denominator_N_m;weight_formula;weight_unit;classification_H_m;classification_w_i;source;source_mesh_crs;transformation;HTKSYORI;HTKSAKI;GASSAN;T001141034,CSV UTF-8 text; logical=string,source column transformation; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,39956,1,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
HTKSYORI,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/candidate_demand_weights.csv,stop_id;building_id;building_representative_point;mesh_code;H_m;N_m;w_i;weight_numerator_H_m;weight_denominator_N_m;weight_formula;weight_unit;classification_H_m;classification_w_i;source;source_mesh_crs;transformation;HTKSYORI;HTKSAKI;GASSAN;T001141034,CSV UTF-8 text; logical=integer,source column HTKSYORI; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,39956,2,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
HTKSAKI,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/candidate_demand_weights.csv,stop_id;building_id;building_representative_point;mesh_code;H_m;N_m;w_i;weight_numerator_H_m;weight_denominator_N_m;weight_formula;weight_unit;classification_H_m;classification_w_i;source;source_mesh_crs;transformation;HTKSYORI;HTKSAKI;GASSAN;T001141034,CSV UTF-8 text; logical=string,source column HTKSAKI; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,39956,0,39956,1.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
GASSAN,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/candidate_demand_weights.csv,stop_id;building_id;building_representative_point;mesh_code;H_m;N_m;w_i;weight_numerator_H_m;weight_denominator_N_m;weight_formula;weight_unit;classification_H_m;classification_w_i;source;source_mesh_crs;transformation;HTKSYORI;HTKSAKI;GASSAN;T001141034,CSV UTF-8 text; logical=integer,source column GASSAN; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,39956,1,39856,0.9974972469716689,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
T001141034,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/candidate_demand_weights.csv,stop_id;building_id;building_representative_point;mesh_code;H_m;N_m;w_i;weight_numerator_H_m;weight_denominator_N_m;weight_formula;weight_unit;classification_H_m;classification_w_i;source;source_mesh_crs;transformation;HTKSYORI;HTKSAKI;GASSAN;T001141034,CSV UTF-8 text; logical=integer,source column T001141034; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,39956,169,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
mesh_code,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/mesh_weight_summary.csv,mesh_code;H_m;N_m;HTKSYORI;HTKSAKI;GASSAN;T001141034;mesh_status,CSV UTF-8 text; logical=string,source entity/category identifier; meaning limited to file schema,identifier/category,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,16671,16671,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
H_m,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/mesh_weight_summary.csv,mesh_code;H_m;N_m;HTKSYORI;HTKSAKI;GASSAN;T001141034;mesh_status,CSV UTF-8 text; logical=integer,source length/distance field; method limited to file provenance,m,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,16671,3320,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
N_m,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/mesh_weight_summary.csv,mesh_code;H_m;N_m;HTKSYORI;HTKSAKI;GASSAN;T001141034;mesh_status,CSV UTF-8 text; logical=integer,source length/distance field; method limited to file provenance,m,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,16671,149,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
HTKSYORI,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/mesh_weight_summary.csv,mesh_code;H_m;N_m;HTKSYORI;HTKSAKI;GASSAN;T001141034;mesh_status,CSV UTF-8 text; logical=integer,source column HTKSYORI; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,16671,3,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
HTKSAKI,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/mesh_weight_summary.csv,mesh_code;H_m;N_m;HTKSYORI;HTKSAKI;GASSAN;T001141034;mesh_status,CSV UTF-8 text; logical=integer,source column HTKSAKI; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,16671,650,15860,0.9513526483114391,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
GASSAN,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/mesh_weight_summary.csv,mesh_code;H_m;N_m;HTKSYORI;HTKSAKI;GASSAN;T001141034;mesh_status,CSV UTF-8 text; logical=string,source column GASSAN; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,16671,650,16021,0.9610101373642853,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
T001141034,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/mesh_weight_summary.csv,mesh_code;H_m;N_m;HTKSYORI;HTKSAKI;GASSAN;T001141034;mesh_status,CSV UTF-8 text; logical=integer,source column T001141034; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,16671,3320,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
mesh_status,reproducibility/outputs/traffic_simulation/demand/evrp_r04_demand_weight/20260909_r04_demand_weight_v3/mesh_weight_summary.csv,mesh_code;H_m;N_m;HTKSYORI;HTKSAKI;GASSAN;T001141034;mesh_status,CSV UTF-8 text; logical=string,source metadata / reference / state; retain verbatim,metadata,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,16671,2,0,0.0,NOT_UNIQUE,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
candidate_order_index,reproducibility/outputs/traffic_simulation/demand/evrp_r05_pps_sampling/20260909_r05_pps_n10_seed20260909/candidate_population_order.csv,candidate_order_index;stop_id;building_id;w_i,CSV UTF-8 text; logical=integer,source column candidate_order_index; detailed operational semantics NOT_ESTABLISHED; no promotion to request/event evidence,source unit column if present; otherwise NOT_ESTABLISHED,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,39956,39956,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
stop_id,reproducibility/outputs/traffic_simulation/demand/evrp_r05_pps_sampling/20260909_r05_pps_n10_seed20260909/candidate_population_order.csv,candidate_order_index;stop_id;building_id;w_i,CSV UTF-8 text; logical=string,historical building-day aggregation identity; not observed service visit,identifier,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,39956,39956,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
building_id,reproducibility/outputs/traffic_simulation/demand/evrp_r05_pps_sampling/20260909_r05_pps_n10_seed20260909/candidate_population_order.csv,candidate_order_index;stop_id;building_id;w_i,CSV UTF-8 text; logical=string,PLATEAU building source identity; not event/access identity,identifier,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE; source byte hash in INSPECTED_FILES.csv; no generator reproduction claim,39956,39956,0,0.0,UNIQUE_NON_NULL,HISTORICAL_FIXTURE_OR_ROUTING_EVIDENCE_CONDITIONAL_REUSE
